,posteam_type,yardline_100,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,drive,qtr,goal_to_go,ydstogo,desc,shotgun,no_huddle,qb_dropback,qb_scramble,posteam_timeouts_remaining,defteam_timeouts_remaining,score_differential,no_score_prob,opp_fg_prob,opp_safety_prob,opp_td_prob,fg_prob,safety_prob,td_prob,penalty,pass,run,4th_down_conversion,scoring_prob
280569,0.0,17.0,0.0,0.0,0.0,25,4,1.0,17,"(:00) (Shotgun) B.Hoyer pass short left to C.Shorts to ATL 16 for 1 yard (A.Bradford). FUMBLES (A.Bradford), RECOVERED by ATL-N.Stupar at ATL 16. N.Stupar for 84 yards, TOUCHDOWN. HOU-C.Shorts was injured during the play. He is Out.",1,0,1.0,0,1.0,3.0,-20.0,0.2293366792546996,0.008382691256236377,3.642785330721774e-05,0.004351134271118324,0.7221776611454077,0.00030351462887724445,0.035411891590353614,0.0,1,0,0.0,0.025573677045456305
281011,0.0,42.0,117.0,117.0,1917.0,9,2,0.0,1,(1:57) (Shotgun) E.Lacy left tackle to SF 32 for 10 yards (M.Wilhoite).,1,0,0.0,0,2.0,3.0,4.0,0.5449567402215936,0.05033997956631468,0.0008586838586278783,0.037912144552437736,0.23568580715905946,0.0010697538880754904,0.1291768907538911,0.0,0,1,1.0,0.03044515976362847
281017,0.0,23.0,40.0,40.0,1840.0,9,2,0.0,1,(:40) (Shotgun) E.Lacy left guard to SF 17 for 6 yards (G.Dorsey).,1,0,0.0,0,1.0,2.0,4.0,0.4353078873724066,0.023962116640476604,0.00025947953055963243,0.018405924568113404,0.4265321781587165,0.0008774493685960286,0.09465496436113127,0.0,0,1,1.0,0.04037338812248901
281089,1.0,15.0,269.0,269.0,269.0,18,4,0.0,5,(4:29) (Shotgun) C.Kaepernick sacked at GB 23 for -8 yards (M.Neal).,1,0,1.0,0,1.0,1.0,-14.0,0.15067099843772494,0.031705994258807935,0.00017141656375875095,0.0481384034708044,0.6676644040724178,0.003051155962686866,0.0985976272337995,0.0,1,0,0.0,0.06583012603000914
281254,1.0,33.0,366.0,366.0,366.0,21,4,0.0,4,(6:06) (Shotgun) C.Palmer pass short right to L.Fitzgerald to STL 19 for 14 yards (T.Johnson).,1,0,1.0,0,3.0,3.0,-9.0,0.2018189095478661,0.07580639109122607,0.00061724598269015,0.1136774187902369,0.4388521984307631,0.00435282824256936,0.16487500791464813,0.0,1,0,1.0,0.0723557596896328
281268,1.0,43.0,110.0,110.0,110.0,23,4,0.0,2,(1:50) (Shotgun) C.Palmer pass incomplete short middle to D.Johnson.,1,0,1.0,0,3.0,3.0,-2.0,0.5543973791852221,0.05169618851436096,0.0009649002349107457,0.038231937405716274,0.2436519487704188,0.0010707335193116342,0.1099869123700594,0.0,1,0,0.0,0.026798525538206254
281301,0.0,56.0,297.0,1197.0,2997.0,3,1,0.0,1,(4:57) T.Bridgewater up the middle to MIN 46 for 2 yards (D.Trevathan).,0,0,0.0,0,3.0,3.0,-3.0,0.01417029618632174,0.1888501457528952,0.002359736920666711,0.29402064732057026,0.17782417855466826,0.005599198372495854,0.3171757968923822,0.0,0,1,1.0,0.05640152553981016
281380,1.0,1.0,675.0,1575.0,1575.0,13,3,1.0,1,"(11:15) P.Manning pass short left to O.Daniels for 1 yard, TOUCHDOWN. Penalty on MIN-C.Greenway, Defensive Holding, declined.",0,0,1.0,0,3.0,3.0,3.0,0.0006673947157557503,0.03176471187592905,0.0035776178444085023,0.04907972650418956,0.5594960663014225,0.014933624775223787,0.3404808579830708,0.0,1,0,1.0,0.19049770069246139
281418,0.0,48.0,609.0,609.0,609.0,18,4,0.0,1,"(10:09) A.Peterson up the middle for 48 yards, TOUCHDOWN.",0,0,0.0,0,3.0,2.0,-10.0,0.12193950735036173,0.1368584704832018,0.0014008834560561348,0.21037918418233373,0.23427278497635226,0.0050879417292105785,0.2900612278224837,0.0,0,1,1.0,0.06795345165563346
281587,1.0,45.0,607.0,607.0,607.0,15,4,0.0,1,"(10:07) D.Brees pass short right to K.Robinson pushed ob at DAL 36 for 9 yards (B.Church). Penalty on DAL-M.Claiborne, Illegal Use of Hands, declined. Pass 0, YAC 9",0,0,1.0,0,2.0,3.0,0.0,0.11745187355018682,0.12659185622587904,0.0012062607992220599,0.19527947940915585,0.2673960323425393,0.005128774384886231,0.2869457232881308,0.0,1,0,1.0,0.07672814790490634
281615,0.0,17.0,116.0,116.0,116.0,18,4,0.0,7,"(1:56) (Shotgun) B.Weeden pass deep right to T.Williams for 17 yards, TOUCHDOWN. NO-B.Richardson was injured during the play. His return is Probable.",1,0,1.0,0,3.0,1.0,-7.0,0.2576416426918543,0.01952859830901177,0.000220995232400011,0.014456514612720418,0.6522897666167309,0.0008568671008963713,0.05500561543638623,0.0,1,0,1.0,0.03587960005561003
281842,0.0,44.0,657.0,657.0,2457.0,6,2,0.0,1,(10:57) M.Hasselbeck pass short right to A.Johnson pushed ob at HOU 34 for 10 yards (K.Johnson).,0,0,1.0,0,3.0,2.0,10.0,0.09653932235141288,0.1261122240591245,0.0011742189534959446,0.19514069037826748,0.2847988899004251,0.005259255062662541,0.2909753992946115,0.0,1,0,1.0,0.0828694707074383
281888,1.0,42.0,1.0,1.0,1801.0,9,2,0.0,5,"(:01) (Shotgun) B.Hoyer pass deep middle to J.Strong for 42 yards, TOUCHDOWN.",1,0,1.0,0,0.0,2.0,-10.0,0.6400578932234047,0.03930473889300591,0.0007806769363602595,0.028348760779489963,0.22128740660917331,0.0008406387006695568,0.06937988485789627,0.0,1,0,1.0,0.01535289479104692
282109,0.0,43.0,568.0,568.0,568.0,18,4,0.0,3,"(9:28) (No Huddle, Shotgun) J.Cutler pass incomplete short right to M.Mariani.",1,1,1.0,0,3.0,3.0,-10.0,0.1297878915995148,0.12196701275095305,0.0012300868011935829,0.1833886340014304,0.33525899405187365,0.005257044931247974,0.22311033586378667,0.0,1,0,0.0,0.07479974676426879
282377,0.0,10.0,813.0,813.0,2613.0,5,2,0.0,1,(13:33) K.Cousins right guard to ATL 9 for 1 yard (V.Beasley).,0,0,0.0,0,3.0,3.0,0.0,0.01811139638148061,0.030894919340815088,0.0001281161144260541,0.05007717707696209,0.7472223282816587,0.003416733251856033,0.15014932955280136,0.0,0,1,1.0,0.1121949316183743
282429,1.0,39.0,768.0,1668.0,1668.0,11,3,0.0,5,(12:48) (Shotgun) M.Ryan pass short left to D.Freeman to WAS 32 for 7 yards (W.Compton).,1,0,1.0,0,3.0,3.0,-4.0,0.0015994186055502775,0.12796990655614562,0.0012518480755796836,0.1990874579246117,0.4590797054678085,0.006234878559248681,0.2047767848110555,0.0,1,0,1.0,0.09400886605770416
282449,1.0,40.0,280.0,1180.0,1180.0,13,3,0.0,6,(4:40) (Shotgun) M.Ryan pass short middle to J.Jones to WAS 31 for 9 yards (P.Smith).,1,0,1.0,0,2.0,3.0,-4.0,0.011492275134278264,0.12899579324555455,0.001305738994229892,0.19591056229159745,0.4540937790485912,0.006096797891924399,0.20210505339382406,0.0,1,0,1.0,0.09177464746041887
282503,1.0,13.0,51.0,51.0,51.0,19,4,0.0,2,(:51) (Shotgun) M.Ryan pass short middle to R.White to WAS 6 for 7 yards (K.Robinson; B.Breeland).,1,0,1.0,0,1.0,3.0,-4.0,0.2965747085486869,0.015745906531729897,0.0001435474139622488,0.012041806564155271,0.6089026068832499,0.0007703303942776503,0.06582109366393814,0.0,1,0,1.0,0.040078635519878496
282685,0.0,64.0,82.0,82.0,82.0,21,4,0.0,18,"(1:22) (No Huddle, Shotgun) B.Bortles pass deep right to A.Hurns pushed ob at TB 5 for 59 yards (K.Alexander).",1,1,1.0,0,0.0,2.0,-12.0,0.6925551053915212,0.07876310580762973,0.0029922509289851697,0.053818616901285636,0.10880901364827793,0.0009021078192423967,0.062159799503057965,0.0,1,0,1.0,0.0067635464725024535
282698,1.0,39.0,793.0,1693.0,3493.0,1,1,0.0,7,"(13:13) (No Huddle, Shotgun) S.Bradford pass incomplete deep right to R.Cooper.",1,1,1.0,0,3.0,3.0,0.0,0.001427934799095583,0.12813064907836075,0.0012948799888601395,0.1979126909591949,0.4762284953633921,0.006252698284287365,0.1887526515268091,0.0,1,0,0.0,0.08988939123246298
282761,1.0,35.0,370.0,370.0,2170.0,9,2,0.0,9,"(6:10) (No Huddle, Shotgun) S.Bradford pass incomplete deep left to R.Cooper (K.Lewis). PHI-R.Cooper was injured during the play. His return is Probable. PHI-N.Agholor was injured during the play.",1,1,1.0,0,3.0,2.0,0.0,0.20311210223223766,0.0817804055000269,0.0007547924132567758,0.11999108302559933,0.4498424929861379,0.004450079752324948,0.14006904409041654,0.0,1,0,0.0,0.06300900798381824
282886,0.0,14.0,4.0,4.0,4.0,27,4,0.0,8,"(:04) (No Huddle, Shotgun) D.Brees pass short right to B.Cooks for 14 yards, TOUCHDOWN.",1,1,1.0,0,2.0,2.0,-29.0,0.3131308424449449,0.014656861698554626,0.0001561370135742749,0.010807985505393329,0.6173482527696216,0.0007008544469742662,0.04319906612093707,0.0,1,0,1.0,0.026668867991039853
283133,1.0,41.0,104.0,1004.0,2804.0,6,1,0.0,1,"(1:44) (No Huddle, Shotgun) E.Lacy right tackle to STL 41 for no gain (T.McDonald).",1,1,0.0,0,3.0,2.0,7.0,0.024341468804423703,0.12600750125253188,0.0010977599327483829,0.19826506771451505,0.3434199973532428,0.005736964246324285,0.30113124069621394,0.0,0,1,0.0,0.10341448988287251
283209,0.0,57.0,393.0,1293.0,1293.0,17,3,0.0,2,(6:33) (Punt formation) J.Hekker pass deep middle to C.Davis to GB 37 for 20 yards (C.Banjo).,0,0,1.0,0,3.0,3.0,-10.0,0.009888255576490756,0.20212467876336487,0.002767723051493263,0.3102245581616978,0.190342391564026,0.0058440038938300425,0.2788083889890974,0.0,1,0,1.0,0.05306905554829804
283536,1.0,45.0,625.0,1525.0,1525.0,16,3,0.0,3,(10:25) (Shotgun) M.Stafford pass deep right intended for C.Johnson INTERCEPTED by P.Peterson at ARI 28. P.Peterson to DET 32 for 40 yards (M.Ramirez).,1,0,1.0,0,3.0,3.0,-21.0,0.003297137016365064,0.1543489314662162,0.0016557294859079331,0.24006932384225024,0.3470151504440786,0.006313218443145057,0.2473005093020369,0.0,1,0,0.0,0.08581702344034359
283761,0.0,27.0,587.0,587.0,587.0,20,4,0.0,1,(9:47) L.Blount up the middle to DAL 27 for no gain (J.Mincey).,0,0,0.0,0,3.0,3.0,21.0,0.08298052163656236,0.06790828235535007,0.00042105436587381976,0.10694501864384114,0.5066258638422411,0.004608259671881141,0.2305109994842505,0.0,0,1,0.0,0.11678283423884679
283766,1.0,54.0,455.0,455.0,455.0,21,4,0.0,4,"(7:35) (No Huddle, Shotgun) B.Weeden scrambles right end to NE 46 for 8 yards (D.McCourty).",1,1,1.0,1,3.0,3.0,-21.0,0.22192132806519466,0.150072305955278,0.0020192631950035995,0.22022369234099007,0.198493274514376,0.0047225058937733705,0.20254763003538429,0.0,0,1,1.0,0.0402043423308498
283794,1.0,6.0,86.0,86.0,86.0,23,4,1.0,6,(1:26) (Shotgun) B.Weeden pass incomplete short left to T.Williams. Pass incomplete lofted left corner of the end zone.,1,0,1.0,0,1.0,1.0,-24.0,0.15817850475719908,0.008793335042822474,0.0001416416043749139,0.005199783176853335,0.7653348049927803,0.000721946328269612,0.06162998409770028,0.0,1,0,0.0,0.04716757186112159
283940,1.0,71.0,374.0,374.0,374.0,20,4,0.0,1,(6:14) K.Barnes reported in as eligible.  J.Olawale up the middle to OAK 34 for 5 yards (C.Harris; D.Trevathan).,0,0,0.0,0,3.0,3.0,-8.0,0.3025674207018209,0.1675690757044314,0.0029588995545652324,0.2484029217320333,0.05815770966337708,0.003218478751811172,0.21712549389196084,0.0,0,1,1.0,0.01262752143428601
283949,1.0,51.0,158.0,158.0,158.0,20,4,0.0,19,(2:38) (Shotgun) D.Carr pass short right to M.Reece to DEN 47 for 4 yards (C.Harris).,1,0,1.0,0,3.0,3.0,-8.0,0.4685108660265791,0.09757053696791004,0.0014123962649881232,0.1368420859243169,0.1925989742059383,0.0033637492328027385,0.09970139137746492,0.0,1,0,0.0,0.019202385706204524
284354,0.0,34.0,374.0,1274.0,3074.0,2,1,0.0,1,"(6:14) M.Ryan FUMBLES (Aborted) at NO 39, and recovers at NO 39. M.Ryan to NO 39 for no gain (H.Kikaha; C.Jordan).",0,0,0.0,0,3.0,3.0,-7.0,0.007074937808521255,0.1016752745030916,0.0007525130191314138,0.16297771259163898,0.4447133884979965,0.005665477952787081,0.27714069562683324,0.0,0,1,0.0,0.1232481778429009
284459,1.0,2.0,147.0,1047.0,1047.0,15,3,1.0,2,"(2:27) (Run formation) D.Brees pass short right to B.Watson for 2 yards, TOUCHDOWN. Pass 2, YAC 0",0,0,1.0,0,3.0,3.0,9.0,0.004999937162268257,0.0248526764125998,0.0009996565151765367,0.03484826356688288,0.6975005831080839,0.008101737809492032,0.22869714542549666,0.0,1,0,1.0,0.1595163922894382
284472,0.0,49.0,868.0,868.0,868.0,16,4,0.0,5,"(14:28) (Shotgun) M.Ryan pass deep middle to J.Tamme to NO 29 for 20 yards (B.Browner). Pass 17, YAC 3",1,0,1.0,0,3.0,2.0,-16.0,0.047547066293424825,0.1644553487713741,0.0020184784434173282,0.24527447640231154,0.3081804128148346,0.005991068859301137,0.2265331484153365,0.0,1,0,1.0,0.0698130791948826
284507,0.0,40.0,170.0,170.0,170.0,20,4,0.0,4,"(2:50) (Shotgun) M.Ryan pass short right to D.Freeman ran ob at NO 34 for 6 yards (S.Anthony). Pass 2, YAC 4",1,0,1.0,0,2.0,0.0,-16.0,0.4056826109887621,0.07413289760535434,0.000711287491435603,0.10942920528659754,0.26615916608007234,0.003479420306318243,0.14040541224145978,0.0,1,0,1.0,0.03737018743531571
284512,0.0,29.0,117.0,117.0,117.0,20,4,0.0,5,"(1:57) (Shotgun) M.Ryan pass short middle to J.Jones to NO 13 for 16 yards (J.Byrd). Pass 14, YAC 2",1,0,1.0,0,2.0,0.0,-16.0,0.3937970194458513,0.033666907018753765,0.0004912199882211024,0.024770123280082688,0.4676239162085748,0.0010457842378900665,0.0786050298206262,0.0,1,0,1.0,0.03675759187841303
284678,0.0,36.0,488.0,488.0,488.0,24,4,0.0,7,(8:08) (Shotgun) K.Cousins pass deep left to J.Crowder pushed ob at NYJ 18 for 18 yards (D.McDougle).,1,0,1.0,0,3.0,2.0,-21.0,0.1423931200033355,0.09267440042487443,0.0008566628334685452,0.13725131502058674,0.4588681789408116,0.0048979960027912646,0.1630583267741319,0.0,1,0,1.0,0.07482227746798169
284683,0.0,2.0,332.0,332.0,332.0,24,4,1.0,2,(5:32) (Shotgun) K.Cousins pass incomplete short right to J.Crowder (D.McDougle).,1,0,1.0,0,3.0,2.0,-21.0,0.0804965460743727,0.0219302948839684,0.0008729439497396718,0.02992912981843477,0.6441513228707497,0.007122768060662377,0.2154969943420725,0.0,1,0,0.0,0.13881267398011649
284871,0.0,9.0,21.0,21.0,21.0,23,4,0.0,3,"(:21) (Shotgun) C.Palmer pass incomplete short right to JA.Brown. Coverage by #22 Gay, Pressure by #97 Heyward.",1,0,1.0,0,1.0,0.0,-12.0,0.2684210667582264,0.012276350463366757,0.00010570687662988032,0.009330833014963277,0.6581222920968285,0.0006746365177098732,0.0510691142722753,0.0,1,0,0.0,0.03360972254022468
284925,1.0,42.0,548.0,548.0,2348.0,7,2,0.0,1,(9:08) (Run formation) A.Peterson up the middle to KC 39 for 3 yards (M.Devito).,0,0,0.0,0,1.0,3.0,3.0,0.13731990603312175,0.1127611107386948,0.0009993976470230883,0.1741777043115449,0.2949740422445599,0.004977106625482439,0.2747907323995731,0.0,0,1,1.0,0.08105613310724523
284982,0.0,7.0,274.0,1174.0,1174.0,14,3,0.0,1,(4:34) C.West up the middle to MIN 7 for no gain (S.Floyd).,0,0,0.0,0,3.0,3.0,-13.0,0.00376671448012064,0.026951825704230305,0.00010459544420402926,0.04444576106365798,0.7859807213665451,0.003254334835051911,0.13549604710619004,0.0,0,1,0.0,0.10649728084683861
285040,0.0,68.0,124.0,124.0,124.0,22,4,0.0,10,"(2:04) (Shotgun) A.Smith pass incomplete deep left to A.Wilson. PENALTY on MIN-A.Barr, Taunting, 15 yards, enforced between downs.",1,0,0.0,0,0.0,2.0,-6.0,0.5523528193809745,0.11738267688555246,0.002396081463682314,0.1636344703215759,0.06579153858465138,0.002478627522865457,0.09596378584069812,1.0,0,0,0.0,0.006313605118867512
285209,1.0,67.0,80.0,80.0,80.0,20,4,0.0,12,"(1:20) (No Huddle, Shotgun) E.Manuel pass deep right to C.Hogan to CIN 44 for 23 yards (R.Nelson, C.Carter). Caught near sideline at 50.",1,1,1.0,0,0.0,3.0,-13.0,0.7065366355030982,0.08103204187481441,0.003180987573932269,0.05570967448706155,0.08678429521149605,0.0008501133583219638,0.06590625199127563,0.0,1,0,1.0,0.005719627629094114
285214,1.0,54.0,46.0,46.0,46.0,20,4,0.0,20,"(:46) (Shotgun) E.Manuel pass incomplete deep right to R.Woods [W.Gilberry]. Overthrown, receiver along sideline at CIN 27.",1,0,1.0,0,0.0,3.0,-13.0,0.6715690624595365,0.059484129784493765,0.0017972826148756266,0.04097226648403244,0.16784853056352575,0.0009076718651301324,0.05742105622840565,0.0,1,0,0.0,0.009638039911343476
285371,1.0,62.0,318.0,318.0,318.0,18,4,0.0,2,(5:18) (Punt formation) Direct snap to I.Abdul-Quddus.  I.Abdul-Quddus left end to CHI 32 for 30 yards (M.Mariani).,0,0,0.0,0,3.0,3.0,-7.0,0.3474649178294267,0.14292075073893445,0.0021737876516386982,0.21015041440933946,0.10090215432941664,0.0035626015893417476,0.19282537345190232,0.0,0,1,1.0,0.019456495590671245
285445,1.0,32.0,615.0,1515.0,3315.0,2,1,0.0,5,(10:15) (Shotgun) J.McCown pass incomplete short middle to G.Barnidge (T.Ward).,1,0,1.0,0,3.0,3.0,0.0,0.002397717880368745,0.09556196419054533,0.000789283716505484,0.14904857688742548,0.5651949504452058,0.00568582763285715,0.18132167924709205,0.0,1,0,0.0,0.1024820975167017
285454,0.0,38.0,386.0,1286.0,3086.0,3,1,0.0,4,(6:26) (Shotgun) P.Manning pass short right to D.Thomas to CLE 31 for 7 yards (T.Williams).,1,0,1.0,0,2.0,3.0,0.0,0.007247149376818881,0.1205206591184084,0.0011206082261095863,0.18602519676590346,0.4636178563214925,0.006024907787711995,0.2154436224035552,0.0,1,0,1.0,0.09988351037687333
285678,0.0,48.0,328.0,1228.0,3028.0,3,1,0.0,1,(5:28) B.Hoyer pass short left to D.Hopkins to JAC 40 for 8 yards (D.House).,0,0,1.0,0,2.0,3.0,0.0,0.011373031796517729,0.1576945985158717,0.0016288230043807498,0.24815756359644675,0.2595073478736413,0.005881295963666032,0.31575733924947563,0.0,1,0,1.0,0.08194134968026905
285779,0.0,45.0,102.0,1002.0,1002.0,13,3,0.0,1,(1:42) A.Foster right end to JAC 48 for -3 yards (P.Posluszny).,0,0,0.0,0,3.0,3.0,3.0,0.026463916144291656,0.1418777874398631,0.0013597391944852807,0.2221575740756808,0.2922406282818045,0.00575978841610418,0.3101405664477705,0.0,0,1,0.0,0.0906356739943712
285825,1.0,11.0,279.0,279.0,279.0,19,4,1.0,11,"(4:39) (Shotgun) B.Bortles pass short left to A.Hurns for 11 yards, TOUCHDOWN.",1,0,1.0,0,2.0,3.0,-16.0,0.08392467688367113,0.014918083710903566,5.6173840947877515e-05,0.016680087046517276,0.8051449717209492,0.0016428817723667807,0.07763312502464423,0.0,1,0,1.0,0.06250592025257609
285844,1.0,40.0,99.0,99.0,99.0,21,4,0.0,10,(1:39) (Shotgun) B.Bortles scrambles left end to HOU 28 for 12 yards (A.Bouye).,1,0,1.0,1,0.0,2.0,-10.0,0.5147910936062926,0.047325134340727486,0.0009589717438197668,0.03377247455037356,0.32872652668821883,0.0010756854115314453,0.07335011365903632,0.0,0,1,1.0,0.024112128095321088
286001,1.0,53.0,365.0,365.0,365.0,20,4,0.0,2,(6:05) (Shotgun) M.Mariota pass incomplete short right to H.Douglas (B.Grimes).,1,0,1.0,0,3.0,3.0,-20.0,0.2870418469997013,0.12967864687905595,0.0015923622793097099,0.19307867016327995,0.1714372136238411,0.004184766509434282,0.2129864935453778,0.0,1,0,0.0,0.036513810992931786
286018,1.0,61.0,86.0,86.0,86.0,22,4,0.0,3,(1:26) (Shotgun) Z.Mettenberger scrambles up the middle to TEN 43 for 4 yards (T.Fede).,1,0,1.0,1,2.0,3.0,-27.0,0.6827810600706135,0.0712495040641049,0.002123176596911346,0.05102574878098207,0.09969279959592432,0.0008824072476261523,0.09224530364383764,0.0,0,1,1.0,0.009196192569830293
286106,0.0,37.0,58.0,58.0,1858.0,10,2,0.0,1,(:58) C.Scott reported in as eligible.  C.Newton pass incomplete deep right to G.Olsen (E.Thomas).,0,0,1.0,0,2.0,2.0,-3.0,0.5612435745669011,0.038655673511450134,0.0005847302736070942,0.029221064660275083,0.2578327343860051,0.0009477382913329447,0.1115144843104287,0.0,1,0,0.0,0.028752084413403097
286268,0.0,12.0,650.0,650.0,2450.0,5,2,0.0,3,(10:50) (Shotgun) P.Rivers pass incomplete short right to A.Gates (M.Hyde).,1,0,1.0,0,2.0,2.0,-11.0,0.03399875289031977,0.0319068126314517,0.00015378512908455582,0.04993510598295253,0.7649019167523519,0.0033452775832540607,0.11575834903058538,0.0,1,0,0.0,0.08854378305358251
286305,0.0,1.0,2.0,2.0,1802.0,9,2,1.0,1,"(:02) (Shotgun) P.Rivers pass short left to D.Inman for 1 yard, TOUCHDOWN. PENALTY on SD-K.Allen, Unsportsmanlike Conduct, 15 yards, enforced between downs. Penalty on SD-D.Inman, Unsportsmanlike Conduct, declined.",1,0,1.0,0,1.0,0.0,-14.0,0.284281465732114,0.0147277803946354,0.0031396635088623073,0.010625420574231973,0.4993042772126988,0.003314013172057745,0.18460737940539995,1.0,1,0,1.0,0.09217525414214368
286399,0.0,3.0,20.0,20.0,20.0,19,4,1.0,3,(:20) (Shotgun) P.Rivers pass incomplete short right to D.Woodhead (D.Randall) [J.Peppers].,1,0,1.0,0,0.0,1.0,-7.0,0.2197357196024861,0.010255898524114513,0.0004372126345343782,0.006549696554567695,0.6692793165591387,0.0012820503190797315,0.09246010580607887,0.0,1,0,0.0,0.061881636422878125
286558,0.0,2.0,322.0,322.0,322.0,20,4,1.0,2,"(5:22) (Shotgun) J.Flacco pass short right to K.Aiken for 2 yards, TOUCHDOWN.",1,0,1.0,0,1.0,2.0,-12.0,0.08350469067796464,0.0218443816545674,0.0008693971387153651,0.02980059406952358,0.6420365007772832,0.00709449847440532,0.21484993720754053,0.0,1,0,1.0,0.13794150187694834
286596,1.0,5.0,441.0,1341.0,3141.0,1,1,0.0,1,"(7:21) (Shotgun) A.Luck pass short left to D.Moncrief for 5 yards, TOUCHDOWN. The Replay Official reviewed the pass completion ruling, and the play was Upheld. The ruling on the field was confirmed.",1,0,1.0,0,3.0,3.0,0.0,0.001757514335591094,0.024250209178839487,8.994520302111314e-05,0.04034029804343404,0.8049154500622534,0.0031035444747245394,0.12554303870213662,0.0,1,0,1.0,0.1010515314991132
286667,0.0,36.0,106.0,106.0,1906.0,9,2,0.0,1,(1:46) (Run formation) J.Edelman right tackle to IND 34 for 2 yards (D.Jackson).,0,0,0.0,0,1.0,1.0,-3.0,0.5043801354154767,0.04176373081455352,0.0006172845260838072,0.03166569320841371,0.29785940708666564,0.001053972345056721,0.1226597766037501,0.0,0,1,1.0,0.03653536833257587
286715,1.0,63.0,74.0,974.0,974.0,16,3,0.0,3,"(1:14) (Punt formation) C.Anderson up the middle to IND 36 for -1 yards (B.Bolden). Penalty on IND, Illegal Formation, declined.",0,0,0.0,0,3.0,3.0,-7.0,0.036771100772664,0.2230094241574969,0.0036459166405424415,0.33249034780502074,0.14721178164951296,0.005429823631529437,0.2514416053432334,0.0,0,1,0.0,0.037015166703391084
286756,1.0,28.0,216.0,216.0,216.0,22,4,0.0,10,(3:36) (Shotgun) A.Luck pass incomplete short middle to T.Hilton.,1,0,1.0,0,3.0,2.0,-14.0,0.2668596525673785,0.05352536544383082,0.0004213195626745585,0.07853176250385283,0.4910939661378866,0.003558478088841773,0.10600945569553494,0.0,1,0,0.0,0.05206060404563882
